Timestamp: 1667154655221
Query tokens: ------ | - | ------ | - | ------ | - | ------ | - | ------turnout | - | ------ | - | ------ | - | 
5a709087c868a712fd73158f:1 = 
5a70916dc868a712fd732566:1 = 
5a709174c868a712fd7325de:1 = 
5a709046c868a712fd730e5a:0 = 
5a7090e1c868a712fd731dc9:1 = 
5a709174c868a712fd7325de:0 = 
5a709088c868a712fd7315ab:0 = 
5a709048c868a712fd730f0c:1 = 
5a7091b6c868a712fd732c10:0 = 
5a709048c868a712fd730f0c:0 = 
5a7091b6c868a712fd732c0c:1 = 
5a7090c6c868a712fd731c43:2 = 
5a709068c868a712fd73127b:1 = 
5a70918cc868a712fd7327aa:1 = 
5a70916dc868a712fd732565:1 = 
5a7091b6c868a712fd732c11:0 = 
5a7090bbc868a712fd731b1c:0 = 
5a709091c868a712fd7316db:0 = 
5a709043c868a712fd730d91:1 = 
5a7091b6c868a712fd732c0d:1 = 
5a709097c868a712fd7317b9:1 = 
5a709046c868a712fd730e76:0 = 
5a7090b7c868a712fd731aae:0 = 
5a7090bbc868a712fd731b1f:0 = 
5a709093c868a712fd731714:1 = 
5a709149c868a712fd732385:1 = 
5a70905dc868a712fd73112d:1 = 
5a709149c868a712fd732385:0 = 
5a709087c868a712fd731595:0 = 
5a709087c868a712fd731579:1 = 
5a70901ec868a712fd730a59:1 = 
5a709087c868a712fd731579:0 = 
5a7091b6c868a712fd732c0e:1 = 
5a7091afc868a712fd732b6b:0 = 
5a709048c868a712fd730eff:0 = 
5a70908dc868a712fd731669:0 = 
5a7091b7c868a712fd732c20:1 = 
5a70905cc868a712fd73111a:0 = 
5a70919bc868a712fd732936:0 = 
5a70918cc868a712fd7327a9:1 = 
5a709088c868a712fd7315ac:0 = 
5a7090bbc868a712fd731b1a:1 = 
5a7090bbc868a712fd731b1e:0 = 
5a7090bbc868a712fd731b1e:1 = 
5a709046c868a712fd730e74:1 = 
5a70905ec868a712fd731141:1 = 
5a7091b6c868a712fd732c0f:0 = 
5a70918cc868a712fd7327ab:0 = 
5a709087c868a712fd73157a:1 = 
5a709169c868a712fd732501:0 = 
Elapsed 294947ms
